Time (seconds since launch),Latitude (degrees),Longitude (degrees)
1236180.096,-81.512,37.077
1236269.088,-81.509,37.055
1236330.432,-81.507,37.042
1236389.184,-81.505,37.031
1236451.392,-81.503,37.019
1236511.008,-81.5,37.003
1236569.76,-81.498,36.988
1236631.104,-81.496,36.974
1236689.856,-81.494,36.959
1236750.336,-81.492,36.939
1236809.952,-81.489,36.922
1236871.296,-81.487,36.903
1236930.048,-81.485,36.885
1236998.304,-81.482,36.863
1237057.056,-81.479,36.844
1237118.4,-81.476,36.824
1237177.152,-81.473,36.798
1237237.632,-81.47,36.775
1237297.248,-81.467,36.753
1237356.864,-81.465,36.73
1237388.832,-81.463,36.719
1237476.96,-81.459,36.68
1237508.064,-81.457,36.669
1240659.936,-81.337,35.749
1240718.688,-81.336,35.735
1240779.168,-81.333,35.718
1240838.784,-81.332,35.704
1240899.264,-81.33,35.689
1240959.744,-81.328,35.676
1241020.224,-81.326,35.663
1241079.84,-81.323,35.646
1241109.216,-81.322,35.639
1241199.072,-81.319,35.619
1241260.416,-81.317,35.605
1241319.168,-81.314,35.588
1241379.648,-81.312,35.575
1241468.64,-81.308,35.555
1241529.984,-81.306,35.542
1241591.328,-81.303,35.524
1241650.944,-81.3,35.51
1241890.272,-81.288,35.448
1241951.616,-81.284,35.428
1242010.368,-81.281,35.413
1242070.848,-81.278,35.397
1242129.6,-81.275,35.382
1242190.08,-81.271,35.362
1242221.184,-81.27,35.355
1242279.936,-81.267,35.339
1242370.656,-81.262,35.315
1242431.136,-81.259,35.297
1242489.888,-81.255,35.274
1242551.232,-81.252,35.255
1242609.984,-81.249,35.237
1242671.328,-81.246,35.219
1242730.08,-81.243,35.201
1242792.288,-81.24,35.178
1242851.04,-81.237,35.16
1242912.384,-81.235,35.142
1243001.376,-81.231,35.114
1243243.296,-81.221,35.027
1243302.912,-81.218,34.999
1243363.392,-81.216,34.978
1243575.072,-81.207,34.896
1243664.928,-81.204,34.864
1243725.408,-81.202,34.842
1252344.672,-80.862,30.664
1252405.152,-80.862,30.644
1252463.904,-80.861,30.62
1252525.248,-80.861,30.6
1252584,-80.861,30.582
1252615.104,-80.861,30.573
1252704.96,-80.861,30.547
1252766.304,-80.861,30.53
1252824.192,-80.861,30.507
1252914.912,-80.861,30.479
1252976.256,-80.861,30.46
1253034.144,-80.86,30.442
1253094.624,-80.86,30.423
1253154.24,-80.859,30.398
1253213.856,-80.859,30.378
1253275.2,-80.858,30.358
1253333.952,-80.857,30.336
1253395.296,-80.857,30.31
1253454.912,-80.856,30.289
1253516.256,-80.855,30.268
1253574.144,-80.854,30.246
1253636.352,-80.854,30.219
1253665.728,-80.853,30.208
1253756.448,-80.853,30.176
1253815.2,-80.853,30.154
1253875.68,-80.852,30.133
1253905.92,-80.852,30.124
1253996.64,-80.852,30.09
1254057.12,-80.853,30.069
1254088.224,-80.853,30.059
1254146.976,-80.853,30.039
1254236.832,-80.853,30.007
1254296.448,-80.852,29.988
1254356.928,-80.852,29.97
1254414.816,-80.853,29.952
1254504.672,-80.853,29.92
1254566.016,-80.853,29.902
1254624.768,-80.853,29.885
1254686.112,-80.853,29.868
1254744.864,-80.854,29.852
1254807.072,-80.855,29.832
1254865.824,-80.855,29.816
1254923.712,-80.855,29.801
1254954.816,-80.855,29.792
1255043.808,-80.856,29.76
1255105.152,-80.856,29.742
1255163.904,-80.855,29.724
1255226.112,-80.855,29.701
1255284,-80.855,29.681
1255343.616,-80.855,29.66
1255404.096,-80.855,29.638
1255465.44,-80.855,29.616
1255525.056,-80.855,29.593
1255584.672,-80.855,29.566
1255644.288,-80.855,29.544
1255704.768,-80.855,29.524
1255765.248,-80.855,29.504
1255825.728,-80.855,29.485
1255855.968,-80.855,29.471
1255974.336,-80.856,29.431
1256033.952,-80.856,29.412
1256095.296,-80.856,29.394
1256154.912,-80.855,29.373
1256215.392,-80.855,29.358
1256275.008,-80.856,29.344
1256334.624,-80.855,29.33
1256395.104,-80.855,29.314
1256456.448,-80.855,29.3
1256514.336,-80.854,29.284
1256574.816,-80.853,29.268
1256634.432,-80.853,29.251
1256695.776,-80.852,29.235
1256756.256,-80.851,29.215
1256816.736,-80.85,29.199
1256874.624,-80.849,29.183
1256906.592,-80.849,29.174
1256996.448,-80.847,29.143
1257054.336,-80.847,29.124
1257115.68,-80.845,29.103
1257175.296,-80.844,29.083
1257235.776,-80.843,29.064
1257296.256,-80.842,29.04
1257355.872,-80.84,29.02
1257416.352,-80.839,29.001
1257475.104,-80.838,28.981
1257564.096,-80.836,28.946
1257626.304,-80.834,28.928
1257685.056,-80.833,28.91
1257716.16,-80.833,28.902
1257782.688,-80.831,28.883
1257873.408,-80.829,28.852
1257933.888,-80.828,28.833
1257994.368,-80.827,28.814
1258053.12,-80.826,28.795
1258112.736,-80.825,28.771
1258173.216,-80.824,28.753
1258233.696,-80.824,28.734
1258293.312,-80.823,28.715
1258353.792,-80.823,28.695
1258404.768,-80.822,28.675
1258465.248,-80.821,28.654
1258524.864,-80.821,28.632
1258586.208,-80.82,28.605
1258644.96,-80.819,28.583
1258706.304,-80.819,28.561
1258826.4,-80.818,28.516
1258885.152,-80.818,28.488
1258945.632,-80.818,28.465
1259006.112,-80.817,28.444
1259095.104,-80.816,28.404
1259157.312,-80.816,28.38
1259275.68,-80.815,28.333
1259335.296,-80.814,28.31
1259394.912,-80.814,28.281
1259456.256,-80.814,28.258
1259515.872,-80.814,28.235
1259576.352,-80.813,28.212
1259636.832,-80.813,28.19
1259694.72,-80.812,28.167
1259756.064,-80.811,28.14
1259814.816,-80.811,28.119
1259877.024,-80.811,28.099
1259935.776,-80.81,28.081
1259997.12,-80.81,28.061
1260055.008,-80.81,28.037
1260117.216,-80.81,28.017
1260175.968,-80.81,27.997
1260234.72,-80.81,27.977
1260296.064,-80.81,27.951
1260355.68,-80.81,27.93
1260417.024,-80.809,27.908
1260475.776,-80.809,27.887
1260537.12,-80.808,27.865
1260595.008,-80.808,27.838
1260688.32,-80.807,27.807
1260747.936,-80.806,27.787
1260808.416,-80.805,27.761
1260868.032,-80.805,27.742
1260927.648,-80.804,27.722
1260987.264,-80.803,27.702
1261048.608,-80.803,27.682
1261107.36,-80.802,27.662
1261167.84,-80.801,27.636
1261226.592,-80.8,27.617
1261288.8,-80.799,27.597
1261348.416,-80.799,27.578
1261407.168,-80.798,27.553
1261476.288,-80.797,27.529
1261524.672,-80.796,27.511
1261586.016,-80.796,27.488
1261644.768,-80.795,27.459
1261706.976,-80.794,27.435
1261765.728,-80.792,27.408
1261826.208,-80.791,27.382
1261886.688,-80.79,27.349
1261946.304,-80.789,27.324
1261975.68,-80.788,27.311
1262064.672,-80.786,27.272
1262126.88,-80.785,27.247
1262216.736,-80.783,27.207
1262277.216,-80.782,27.174
1262335.968,-80.781,27.148
1262396.448,-80.78,27.121
1262455.2,-80.779,27.094
1262485.44,-80.778,27.081
1262576.16,-80.777,27.034
1262636.64,-80.776,27.006
1262697.12,-80.776,26.981
1262756.736,-80.775,26.955
1262817.216,-80.774,26.922
1262875.104,-80.773,26.896
1262936.448,-80.772,26.871
1262996.064,-80.771,26.845
1263057.408,-80.769,26.819
1263117.024,-80.768,26.794
1263147.264,-80.767,26.775
1263236.256,-80.766,26.737
1263296.736,-80.765,26.711
1263364.992,-80.763,26.681
1263394.368,-80.762,26.666
1263485.952,-80.76,26.618
1263544.704,-80.758,26.592
1263606.912,-80.757,26.564
1263664.8,-80.756,26.537
1263746.88,-80.753,26.495
1263807.36,-80.752,26.468
1263866.976,-80.749,26.434
1263926.592,-80.747,26.405
1263987.072,-80.746,26.376
1264044.96,-80.744,26.346
1264106.304,-80.742,26.318
1264166.784,-80.74,26.289
1264227.264,-80.738,26.259
1264286.88,-80.735,26.22
1264353.408,-80.732,26.184
1264413.888,-80.73,26.152
1264472.64,-80.728,26.12
1264533.984,-80.725,26.078
1264592.736,-80.722,26.045
1264653.216,-80.72,26.011
1264715.424,-80.717,25.976
1264773.312,-80.714,25.93
1264833.792,-80.711,25.889
1264893.408,-80.709,25.852
1264953.888,-80.706,25.814
1265012.64,-80.704,25.776
1265073.984,-80.701,25.725
1265132.736,-80.698,25.682
1265193.216,-80.696,25.637
1265252.832,-80.693,25.593
1265313.312,-80.69,25.548
1265373.792,-80.687,25.503
1265435.136,-80.684,25.449
1265493.888,-80.681,25.405
1265582.88,-80.677,25.335
1265643.36,-80.674,25.273
1265702.976,-80.672,25.226
1265765.184,-80.67,25.177
1265823.072,-80.667,25.127
1265885.28,-80.665,25.073
1265944.032,-80.662,25.009
1266005.376,-80.66,24.959
1266063.264,-80.659,24.909
1266124.608,-80.657,24.859
1266183.36,-80.655,24.81
1266244.704,-80.653,24.75
1266305.184,-80.651,24.699
1266364.8,-80.649,24.648
1266426.144,-80.647,24.593
1266484.896,-80.645,24.543
1266546.24,-80.644,24.48
1266578.208,-80.643,24.454
1266667.2,-80.641,24.375
1266725.952,-80.64,24.324
1266787.296,-80.639,24.271
1266846.048,-80.637,24.203
1266907.392,-80.636,24.149
1266966.144,-80.635,24.099
1267026.624,-80.634,24.048
1267087.104,-80.632,23.983
1267145.856,-80.631,23.927
1267235.712,-80.629,23.848
1267295.328,-80.628,23.795
1267356.672,-80.626,23.728
1267415.424,-80.625,23.673
1267476.768,-80.624,23.617
1267536.384,-80.623,23.562
1267596,-80.622,23.495
1267655.616,-80.621,23.436
1267716.96,-80.62,23.38
1267775.712,-80.619,23.325
1267837.056,-80.618,23.271
1267895.808,-80.617,23.217
1267957.152,-80.616,23.146
1268006.4,-80.616,23.105
1268067.744,-80.616,23.052
1268125.632,-80.615,22.985
1268186.112,-80.615,22.928
1268276.832,-80.615,22.846
1268337.312,-80.614,22.79
1268396.928,-80.614,22.734
1268457.408,-80.614,22.664
1268517.888,-80.614,22.607
1268575.776,-80.614,22.553
1268637.984,-80.614,22.499
1268696.736,-80.614,22.432
1268757.216,-80.614,22.375
1268816.832,-80.614,22.323
1268878.176,-80.614,22.27
1268937.792,-80.615,22.219
1268998.272,-80.615,22.154
1269057.024,-80.615,22.103
1269118.368,-80.615,22.052
1269177.984,-80.615,22
1269237.6,-80.616,21.948
1269298.08,-80.617,21.894
1269357.696,-80.618,21.841
1269417.312,-80.62,21.777
1269476.928,-80.621,21.729
1269596.16,-80.625,21.632
1269658.368,-80.628,21.572
1269717.12,-80.63,21.522
1269777.6,-80.631,21.471
1269868.32,-80.634,21.399
1269928.8,-80.637,21.342
1269958.176,-80.638,21.32
1270048.032,-80.643,21.259
1270107.648,-80.647,21.22
1270168.992,-80.652,21.181
1270206.144,-80.655,21.146
1270266.624,-80.658,21.107
1270354.752,-80.663,21.047
1270416.096,-80.666,21.007
1270477.44,-80.671,20.963
1270535.328,-80.676,20.931
1270656.288,-80.687,20.871
1270716.768,-80.692,20.836
1270776.384,-80.696,20.802
1270837.728,-80.701,20.759
1270897.344,-80.706,20.728
1270956.96,-80.713,20.702
1271019.168,-80.72,20.676
1271077.92,-80.73,20.644
1271136.672,-80.736,20.616
1271166.912,-80.739,20.602
1271256.768,-80.747,20.556
1271317.248,-80.753,20.528
1271373.408,-80.76,20.503
1271433.888,-80.769,20.48
1271492.64,-80.779,20.451
1271554.848,-80.786,20.425
1271613.6,-80.792,20.398
1271674.08,-80.799,20.373
1271764.8,-80.813,20.341
1271884.032,-80.829,20.306
1272004.128,-80.846,20.265
1272062.016,-80.854,20.253
1272125.952,-80.863,20.242
1272183.84,-80.871,20.23
1272275.424,-80.883,20.202
1272371.328,-80.896,20.178
1272431.808,-80.904,20.169
1272551.904,-80.923,20.15
1272583.008,-80.927,20.146
1272672.864,-80.939,20.13
1272731.616,-80.947,20.122
1272792.096,-80.957,20.116
1272850.848,-80.965,20.113
1272912.192,-80.974,20.109
1272972.672,-80.982,20.103
1273033.152,-80.99,20.095
1273092.768,-80.997,20.087
1273152.384,-81.007,20.081
1273214.592,-81.015,20.078
1273273.344,-81.023,20.076
1273333.824,-81.031,20.074
1273391.712,-81.039,20.073
1273453.92,-81.048,20.072
1273510.944,-81.055,20.073
1273574.016,-81.063,20.075
1273631.904,-81.071,20.076
1273722.624,-81.084,20.077
1273782.24,-81.091,20.078
1273840.128,-81.098,20.08
1273900.608,-81.105,20.085
1273961.088,-81.115,20.092
1274020.704,-81.122,20.098
1274050.944,-81.126,20.101
1274109.696,-81.133,20.106
1274260.896,-81.15,20.123
1274321.376,-81.157,20.131
1274380.992,-81.164,20.138
1274469.984,-81.174,20.147
1274680.8,-81.198,20.17
1274740.416,-81.204,20.175
1274801.76,-81.21,20.18
1274861.376,-81.216,20.185
1274890.752,-81.219,20.188
1274982.336,-81.23,20.197
1275040.224,-81.236,20.204
1275100.704,-81.242,20.211
1275187.104,-81.252,20.229
1275219.072,-81.255,20.235
1275276.96,-81.262,20.25
1275369.408,-81.271,20.274
1275428.16,-81.277,20.292
1275488.64,-81.283,20.311
1275548.256,-81.29,20.336
1275609.6,-81.296,20.356
1275668.352,-81.302,20.378
1275697.728,-81.304,20.388
1275789.312,-81.313,20.419
1275847.2,-81.319,20.443
1275909.408,-81.325,20.462
1275967.296,-81.33,20.479
1276028.64,-81.335,20.497
1276088.256,-81.341,20.521
1276148.736,-81.345,20.54
1276178.976,-81.348,20.549
1276329.312,-81.359,20.595
1276388.064,-81.363,20.611
1276450.272,-81.368,20.63
1276539.264,-81.374,20.652
1276598.88,-81.378,20.666
1276659.36,-81.382,20.681
1276719.84,-81.387,20.701
1276777.728,-81.391,20.719
1276808.832,-81.394,20.728
1276960.032,-81.405,20.778
1277018.784,-81.411,20.803
1277080.128,-81.415,20.823
1277138.88,-81.42,20.845
1277260.704,-81.428,20.889
1277318.592,-81.434,20.918
1277380.8,-81.438,20.94
1277440.416,-81.442,20.963
1277500.896,-81.446,20.987
1277559.648,-81.451,21.012
1277620.992,-81.455,21.037
1277679.744,-81.46,21.066
1277709.984,-81.462,21.078
1277802.432,-81.469,21.111
1277861.184,-81.473,21.132
1277920.8,-81.478,21.16
1277981.28,-81.482,21.181
1278040.896,-81.485,21.203
1278130.752,-81.491,21.235
1278220.608,-81.497,21.269
1278370.08,-81.508,21.331
1278431.424,-81.511,21.353
1278491.04,-81.514,21.376
1278552.384,-81.518,21.399
1278611.136,-81.521,21.42
1278666.432,-81.524,21.444
1278726.912,-81.527,21.463
1278787.392,-81.53,21.482
1278847.872,-81.532,21.501
1278906.624,-81.535,21.521
1278937.728,-81.536,21.537
1279026.72,-81.54,21.566
1279087.2,-81.542,21.585
1279147.68,-81.545,21.61
1279207.296,-81.547,21.629
1279266.912,-81.549,21.648
1279387.872,-81.553,21.685
1279448.352,-81.555,21.703
1279535.616,-81.557,21.731
1279598.688,-81.558,21.745
1279655.712,-81.559,21.76
1279717.92,-81.56,21.776
1279776.672,-81.561,21.797
1279837.152,-81.561,21.814
1279957.248,-81.563,21.85
1280016.864,-81.564,21.867
1280047.968,-81.564,21.88
1280136.96,-81.565,21.904
1280197.44,-81.566,21.922
1280257.92,-81.567,21.941
1280318.4,-81.568,21.961
1280378.88,-81.569,21.985
1280436.768,-81.569,22.004
1280498.976,-81.57,22.024
1280557.728,-81.571,22.041
1280618.208,-81.572,22.062
1280683.872,-81.572,22.078
1280742.624,-81.572,22.098
1280803.104,-81.572,22.114
1280865.312,-81.572,22.131
1280924.064,-81.572,22.147
1280983.68,-81.572,22.163
1281013.056,-81.572,22.175
1281104.64,-81.572,22.198
1281164.256,-81.572,22.213
1281224.736,-81.572,22.232
1281254.112,-81.572,22.241
1281343.968,-81.572,22.267
1281433.824,-81.571,22.295
1281464.928,-81.571,22.306
1281528,-81.571,22.328
1281591.072,-81.571,22.348
1281679.2,-81.572,22.384
1281737.952,-81.572,22.407
1281800.16,-81.572,22.431
1281859.776,-81.573,22.463
1281920.256,-81.573,22.491
1281979.872,-81.573,22.519
1282011.84,-81.574,22.533
1282100.832,-81.574,22.577
1282160.448,-81.574,22.61
1282220.928,-81.574,22.638
1282282.272,-81.573,22.666
1282341.888,-81.573,22.694
1282400.64,-81.573,22.721
1282461.984,-81.573,22.754
1282520.736,-81.572,22.781
1282582.08,-81.572,22.807
1282640.832,-81.572,22.839
1282701.312,-81.572,22.866
1282760.928,-81.572,22.892
1282821.408,-81.573,22.919
1282849.92,-81.573,22.932
1282942.368,-81.573,22.981
1283001.12,-81.574,23.01
1283061.6,-81.574,23.037
1283122.08,-81.573,23.063
1283209.344,-81.573,23.087
1283270.688,-81.572,23.128
1283301.792,-81.572,23.139
1283393.376,-81.571,23.171
1283452.128,-81.57,23.192
1283510.88,-81.57,23.214
1283572.224,-81.568,23.239
1283634.432,-81.568,23.26
1283692.32,-81.567,23.279
1283747.616,-81.566,23.299
1283809.824,-81.565,23.32
1283869.44,-81.564,23.348
1283899.68,-81.564,23.359
1283988.672,-81.562,23.391
1284018.912,-81.562,23.402
1284109.632,-81.559,23.44
1284140.736,-81.558,23.45
1284228.864,-81.556,23.48
1284290.208,-81.553,23.502
1284348.96,-81.551,23.527
1284411.168,-81.549,23.548
1284469.056,-81.547,23.571
1284532.128,-81.545,23.594
1284590.016,-81.542,23.617
1284652.224,-81.54,23.638
1284679.872,-81.538,23.654
1284800.832,-81.533,23.691
1284860.448,-81.531,23.707
1284919.2,-81.527,23.728
1284979.68,-81.525,23.744
1285040.16,-81.522,23.761
1285071.264,-81.521,23.769
1285130.88,-81.518,23.786
1285220.736,-81.514,23.815
1285250.976,-81.512,23.823
1285340.832,-81.508,23.848
1285462.656,-81.501,23.883
1285521.408,-81.498,23.898
1285581.024,-81.495,23.913
1285612.128,-81.494,23.92
1285701.12,-81.49,23.939
1285760.736,-81.487,23.949
1285790.976,-81.486,23.955
1285849.728,-81.482,23.968
1285940.448,-81.478,23.983
1286001.792,-81.474,23.991
1286059.68,-81.471,23.996
1286120.16,-81.467,23.998
1286178.912,-81.464,23.997
1286241.984,-81.46,23.994
1286330.976,-81.457,23.991
1286362.08,-81.453,23.988
1286451.072,-81.447,23.98
1286482.176,-81.446,23.977
1286571.168,-81.44,23.967
1286633.376,-81.437,23.959
1286691.264,-81.434,23.952
1286752.608,-81.43,23.941
1286812.224,-81.426,23.93
1286870.976,-81.423,23.917
1286932.32,-81.419,23.904
1286991.072,-81.415,23.889
1287054.144,-81.411,23.877
1287112.032,-81.407,23.863
1287173.376,-81.403,23.846
1287232.128,-81.399,23.828
1287291.744,-81.394,23.805
1287349.632,-81.389,23.787
1287411.84,-81.385,23.768
1287470.592,-81.38,23.75
1287531.936,-81.375,23.73
1287593.28,-81.369,23.705
1287652.032,-81.364,23.684
1287714.24,-81.359,23.663
1287772.128,-81.354,23.642
1287832.608,-81.349,23.621
1287921.6,-81.341,23.585
1287954.432,-81.338,23.575
1288044.288,-81.331,23.545
1288104.768,-81.327,23.524
1288165.248,-81.323,23.501
1288224,-81.318,23.469
1288407.168,-81.305,23.394
1288464.192,-81.301,23.368
1288526.4,-81.296,23.334
1288554.048,-81.294,23.32
1288644.768,-81.289,23.281
1288674.144,-81.287,23.268
1288764.864,-81.281,23.232
1288825.344,-81.276,23.201
1288884.96,-81.273,23.176
1288945.44,-81.269,23.15
1289066.4,-81.261,23.088
1289126.88,-81.257,23.062
1289187.36,-81.253,23.034
1289244.384,-81.25,23.005
1289305.728,-81.246,22.975
1289386.08,-81.241,22.932
1289447.424,-81.237,22.903
1289506.176,-81.234,22.87
1289565.792,-81.23,22.838
1289626.272,-81.226,22.798
1289661.696,-81.223,22.779
1289750.688,-81.218,22.73
1289812.896,-81.215,22.698
1289870.784,-81.211,22.669
1289931.264,-81.207,22.633
1289990.88,-81.205,22.605
1290052.224,-81.202,22.575
1290111.84,-81.199,22.546
1290170.592,-81.195,22.509
1290229.344,-81.192,22.479
1290288.96,-81.189,22.446
1290350.304,-81.186,22.415
1290430.656,-81.185,22.4
1290442.752,-81.181,22.359
1290529.152,-81.176,22.305
1290591.36,-81.173,22.27
1290649.248,-81.169,22.234
1290710.592,-81.166,22.195
1290770.208,-81.162,22.149
1290828.96,-81.159,22.121
1290918.816,-81.153,22.054
1290979.296,-81.15,22.017
1291038.912,-81.147,21.98
1291100.256,-81.144,21.942
1291159.008,-81.139,21.894
1291218.624,-81.136,21.855
1291278.24,-81.132,21.816
1291338.72,-81.128,21.778
1291398.336,-81.124,21.737
1291459.68,-81.12,21.686
1291487.328,-81.118,21.666
1291548.672,-81.115,21.626
1291668.768,-81.107,21.543
1291939.2,-81.09,21.342
1291999.68,-81.086,21.298
1292059.296,-81.081,21.245
1292119.776,-81.077,21.202
1292180.256,-81.073,21.157
1292240.736,-81.068,21.108
1292298.624,-81.064,21.063
1292366.016,-81.058,21.002
1292424.768,-81.053,20.957
1292485.248,-81.048,20.911
1292544.864,-81.044,20.864
1292605.344,-81.037,20.805
1292665.824,-81.032,20.759
1292755.68,-81.025,20.688
1292816.16,-81.02,20.643
1292874.912,-81.016,20.599
1292935.392,-81.011,20.554
1292994.144,-81.005,20.496
1293054.624,-81.001,20.448
1293115.968,-80.996,20.402
1293177.312,-80.992,20.356
1293235.2,-80.986,20.299
1293295.68,-80.982,20.253
1293355.296,-80.977,20.208
1293415.776,-80.973,20.165
1293475.392,-80.969,20.121
1293505.632,-80.966,20.099
1293594.624,-80.959,20.021
1293655.968,-80.954,19.978
1293716.448,-80.95,19.936
1293776.928,-80.945,19.882
1293835.68,-80.941,19.84
1293895.296,-80.937,19.8
1293954.912,-80.932,19.761
1294013.664,-80.928,19.716
1294076.736,-80.923,19.663
1294134.624,-80.919,19.62
1294195.968,-80.915,19.575
1294285.824,-80.909,19.507
1294347.168,-80.904,19.452
1294405.92,-80.9,19.406
1294467.264,-80.896,19.361
1294526.016,-80.892,19.314
1294587.36,-80.888,19.266
1294615.872,-80.886,19.243
1294706.592,-80.879,19.158
1294766.208,-80.875,19.106
1294828.416,-80.87,19.052
1294885.44,-80.866,19
1294945.92,-80.862,18.948
1295007.264,-80.857,18.886
1295066.016,-80.852,18.835
1295127.36,-80.848,18.786
1295568,-80.813,18.382
1295629.344,-80.808,18.33
1295688.096,-80.803,18.277
1295749.44,-80.797,18.215
1295870.4,-80.788,18.117
1295928.288,-80.784,18.07
1295991.36,-80.778,18.008
1296049.248,-80.773,17.955
1296108.864,-80.768,17.901
1296169.344,-80.763,17.845
1296228.096,-80.758,17.791
1296291.168,-80.752,17.722
1296348.192,-80.748,17.668
1296408.672,-80.743,17.612
1296469.152,-80.738,17.557
1296527.904,-80.732,17.49
1296559.008,-80.731,17.476
1296648,-80.722,17.38
1296710.208,-80.718,17.329
1296740.448,-80.715,17.304
1296830.304,-80.708,17.221
1296889.056,-80.702,17.155
1297039.392,-80.69,17.027
1297099.872,-80.686,16.974
1297158.624,-80.68,16.912
1297220.832,-80.675,16.86
1297280.448,-80.67,16.807
1297340.064,-80.665,16.753
1297398.816,-80.661,16.701
1297461.024,-80.655,16.639
1297519.776,-80.651,16.587
1297580.256,-80.646,16.536
1297640.736,-80.642,16.485
1297701.216,-80.637,16.422
1297760.832,-80.633,16.366
1297821.312,-80.629,16.312
1297880.928,-80.625,16.26
1297942.272,-80.622,16.208
1298002.752,-80.618,16.142
1298060.64,-80.614,16.087
1298122.848,-80.611,16.031
1298180.736,-80.608,15.976
1298242.08,-80.605,15.924
1298300.832,-80.602,15.858
1298360.448,-80.599,15.804
1298420.064,-80.596,15.745
1298481.408,-80.593,15.69
1298570.4,-80.59,15.61
1298629.152,-80.587,15.546
1298688.768,-80.585,15.493
1298749.248,-80.582,15.442
1298809.728,-80.58,15.388
1298869.344,-80.578,15.334
1298929.824,-80.576,15.268
1298994.624,-80.574,15.217
1299055.104,-80.572,15.161
1299114.72,-80.57,15.108
1299175.2,-80.568,15.056
1299234.816,-80.566,15.006
1299296.16,-80.564,14.942
1299324.672,-80.563,14.918
1299384.288,-80.561,14.873
1299475.008,-80.558,14.789
1299536.352,-80.556,14.742
1299595.104,-80.554,14.696
1299656.448,-80.553,14.65
1299715.2,-80.551,14.602
1299775.68,-80.549,14.552
1299804.192,-80.548,14.528
1299894.912,-80.546,14.447
1299955.392,-80.544,14.396
1300015.872,-80.543,14.345
1300074.624,-80.541,14.297
1300135.968,-80.54,14.237
1300196.448,-80.538,14.186
1300256.064,-80.537,14.136
1300345.056,-80.536,14.063
1300404.672,-80.534,14
1300465.152,-80.534,13.948
1300495.392,-80.533,13.923
1300556.736,-80.532,13.872
1300645.728,-80.531,13.793
1300707.072,-80.529,13.727
1300764.96,-80.528,13.68
1300827.168,-80.527,13.626
1300885.056,-80.526,13.571
1300947.264,-80.524,13.521
1301006.016,-80.523,13.461
1301065.632,-80.522,13.405
1301126.112,-80.521,13.352
1301184.864,-80.521,13.302
1301247.072,-80.52,13.254
1301305.824,-80.52,13.202
1301367.168,-80.52,13.133
1301425.056,-80.52,13.081
1301487.264,-80.52,13.031
1301546.016,-80.52,12.979
1301577.12,-80.52,12.951
1301666.976,-80.52,12.851
1301726.592,-80.52,12.799
1302058.368,-80.522,12.477
1302117.984,-80.522,12.42
1302180.192,-80.522,12.361
1302237.216,-80.523,12.293
1302297.696,-80.524,12.237
1302357.312,-80.525,12.18
1302386.688,-80.525,12.152
1302446.304,-80.526,12.098
1302538.752,-80.528,12.002
1302596.64,-80.529,11.947
1302657.984,-80.53,11.892
1302717.6,-80.532,11.84
1302776.352,-80.533,11.776
1302837.696,-80.535,11.723
1302897.312,-80.536,11.673
1302957.792,-80.538,11.625
1303017.408,-80.541,11.561
1303077.888,-80.542,11.507
1303107.264,-80.543,11.483
1303198.848,-80.547,11.406
1303256.736,-80.549,11.354
1303318.08,-80.55,11.303
1303376.832,-80.552,11.236
1303438.176,-80.554,11.183
1303527.168,-80.557,11.103
1303587.648,-80.559,11.046
1303647.264,-80.561,10.979
1303708.608,-80.563,10.923
1303767.36,-80.564,10.869
1303888.32,-80.568,10.759
1303947.072,-80.571,10.687
1304009.28,-80.574,10.631
1304067.168,-80.576,10.577
1304127.648,-80.579,10.531
1304157.888,-80.58,10.505
1304248.608,-80.585,10.413
1304308.224,-80.588,10.36
1304368.704,-80.591,10.308
1304428.32,-80.594,10.25
1304487.936,-80.596,10.192
1304549.28,-80.6,10.122
1304607.168,-80.603,10.069
1304669.376,-80.606,10.013
1304728.128,-80.609,9.957
1304788.608,-80.612,9.901
1304848.224,-80.616,9.834
1304908.704,-80.619,9.779
1304969.184,-80.622,9.721
1305028.8,-80.625,9.665
1305117.792,-80.63,9.574
1305178.272,-80.633,9.521
1305239.616,-80.636,9.465
1305300.096,-80.639,9.415
1305358.848,-80.642,9.365
1305420.192,-80.645,9.315
1305478.944,-80.649,9.253
1305540.288,-80.652,9.206
1305598.176,-80.656,9.155
1305657.792,-80.659,9.106
1305718.272,-80.662,9.059
1305746.784,-80.663,9.036
1305836.64,-80.668,8.949
1305898.848,-80.671,8.899
1305956.736,-80.674,8.853
1306018.08,-80.677,8.803
1306077.696,-80.68,8.75
1306137.312,-80.683,8.687
1306197.792,-80.686,8.64
1306258.272,-80.689,8.593
1306317.888,-80.693,8.54
1306379.232,-80.697,8.476
1306439.712,-80.7,8.427
1306497.6,-80.704,8.379
1306559.808,-80.707,8.325
1306647.936,-80.713,8.245
1306708.416,-80.717,8.184
1306768.032,-80.721,8.138
1306827.648,-80.724,8.087
1306888.992,-80.728,8.037
1306948.608,-80.732,7.972
1307007.36,-80.735,7.921
1307068.704,-80.739,7.871
1307128.32,-80.743,7.823
1307187.936,-80.748,7.763
1307249.28,-80.752,7.712
1307308.032,-80.755,7.664
1307369.376,-80.759,7.616
1307428.992,-80.764,7.555
1307488.608,-80.768,7.507
1307548.224,-80.772,7.46
1307582.784,-80.773,7.437
1308660.192,-80.846,6.571
1308718.944,-80.85,6.525
1308780.288,-80.855,6.476
